,cntr_no,carrier_no,pol,scheduled_pol_etd,pol_atd,pod,scheduled_pod_eta,pod_ata,portcast_predicted_pod_eta,container_pod_actual_discharge,last_container_event,vessel_legs,container_pod_scheduled_discharge
1604,SEGU5942817,ONEY,CNSHG,2021-04-10T15:00:00+08:00,2021-04-10T15:00:00+08:00,USNYC,2021-05-11T02:00:00-05:00,2021-05-11T02:00:00-05:00,,2021-05-11T10:27:00,Gate out,1.0,
1605,UETU4077002,ONEY,CNYTN,2021-03-24T02:20:00+08:00,2021-03-24T02:20:00+08:00,USSAV,2021-05-08T08:00:00-05:00,2021-05-08T08:00:00-05:00,,2021-05-08T19:29:00,Container delivered to consignee,2.0,
1606,KKFU9152888,ONEY,VNCMT,,,USNYC,2021-06-13T12:30:00-05:00,,2021-06-14T01:01:45.338587-05:00,,Vessel departure,2.0,2021-06-13T18:30:00
1607,SEGU5837447,ONEY,CNSHG,2021-04-10T15:00:00+08:00,2021-04-10T15:00:00+08:00,USNYC,2021-05-11T02:00:00-05:00,2021-05-11T02:00:00-05:00,,2021-05-11T13:34:00,Unload from vessel,1.0,
1608,FDCU0426043,ONEY,VNCMT,2021-03-27T21:15:00+07:00,2021-03-27T21:15:00+07:00,USSAV,2021-05-10T18:35:00-05:00,2021-05-10T18:35:00-05:00,,2021-05-12T05:54:00,Unload from vessel,2.0,
1609,KKFU9159780,ONEY,CNSHG,2021-04-10T15:00:00+08:00,2021-04-10T15:00:00+08:00,USNYC,2021-05-11T02:00:00-05:00,2021-05-11T02:00:00-05:00,,2021-05-11T08:35:00,Gate out,1.0,
1610,OOLU6816581,OOLU,VNCMT,,,USSAV,,,2021-06-30T17:00:00,,Vessel arrival,1.0,2021-06-30T17:00:00
1611,LCGU8082914,CMDU,CNSHG,2021-05-08T00:00:00+08:00,2021-05-10T16:15:31.090000+08:00,USNYC,2021-06-04T00:00:00-05:00,,2021-06-06T15:48:47.460827-05:00,,Unload from vessel,1.0,2021-06-05T07:00:00
1612,KKFU9150463,ONEY,CNSHG,2021-03-31T14:00:00+08:00,2021-03-31T14:00:00+08:00,USNYC,2021-05-02T06:45:00-05:00,2021-05-02T06:45:00-05:00,,2021-05-03T01:31:00,Unclassified,1.0,
1613,LCGU8085636,CMDU,CNSHG,2021-05-08T00:00:00+08:00,2021-05-10T16:15:31.090000+08:00,USNYC,2021-06-04T00:00:00-05:00,,2021-06-06T15:48:47.460827-05:00,,Unload from vessel,1.0,2021-06-05T07:00:00
1614,MOEU1411419,ONEY,CNSHG,2021-04-10T15:00:00+08:00,2021-04-10T15:00:00+08:00,USNYC,2021-05-11T02:00:00-05:00,2021-05-11T02:00:00-05:00,,2021-05-11T10:01:00,Unload from vessel,1.0,
1615,ONEU7006244,ONEY,CNYTN,2021-04-11T10:45:00+08:00,2021-04-11T10:45:00+08:00,USTIW,2021-04-29T23:30:00-07:00,2021-04-29T23:30:00-07:00,,2021-05-09T16:16:00,Unload from vessel,1.0,
1616,UACU5992251,HLCU,INMUN,2021-04-30T07:00:00+05:30,2021-05-01T00:30:00+05:30,USNYC,2021-05-20T18:00:00-05:00,2021-05-21T05:10:07-05:00,,,Vessel departure,1.0,2021-05-21T08:00:00
1617,HLXU8129995,HLCU,CNNGB,2021-05-07T13:00:00+08:00,2021-05-08T01:49:00+08:00,USNYC,2021-06-07T10:30:00-05:00,,2021-06-08T09:57:32.957493-05:00,,Unclassified,1.0,2021-06-08T19:00:00
1618,NYKU4629650,ONEY,CNSHG,2021-04-10T15:00:00+08:00,2021-04-10T15:00:00+08:00,USNYC,2021-05-11T02:00:00-05:00,2021-05-11T02:00:00-05:00,,2021-05-11T23:41:00,Gate out,1.0,
1619,TGHU5068947,HLCU,INMUN,2021-05-13T15:00:00+05:30,,USNYC,2021-06-02T19:00:00-05:00,,2021-05-27T10:32:36.524995-05:00,,Vessel arrival,1.0,2021-06-04T19:00:00
1620,TRHU5989265,ONEY,CNSHG,2021-05-10T06:00:00+08:00,2021-05-10T06:00:00+08:00,USNYC,,,2021-06-08T20:30:00,,Vessel departure,1.0,2021-06-08T20:30:00
1621,MAEU9187610,MAEU,CNSHG,2021-04-13T00:02:00+08:00,2021-04-13T00:02:00+08:00,USMOB,2021-05-08T05:45:00-06:00,2021-05-08T05:45:00-06:00,,2021-05-08T06:00:00,Unload from vessel,1.0,2021-05-08T06:00:00
1622,UACU5699412,HLCU,CNYTN,2021-04-06T17:00:00+08:00,2021-04-06T09:50:00+08:00,USVAN,,,2021-05-14T15:00:00,2021-05-16T17:48:00,Unclassified,1.0,
1623,FFAU3601693,OOLU,CNNGB,,,USSEA,,,2021-05-20T08:00:00,,Vessel arrival,1.0,2021-05-20T08:00:00
1624,OOCU8153579,OOLU,CNNGB,,,USSEA,,,2021-05-20T08:00:00,,Vessel arrival,1.0,2021-05-20T08:00:00
1625,UETU4046969,ONEY,CNSHG,2021-05-10T06:00:00+08:00,2021-05-10T06:00:00+08:00,USNYC,,,2021-06-08T20:30:00,,Vessel departure,1.0,2021-06-08T20:30:00
1626,TCLU8487172,ONEY,CNSHG,2021-05-07T09:30:00+08:00,2021-05-07T09:30:00+08:00,USLAX,2021-05-22T14:00:00-08:00,2021-05-22T14:00:00-08:00,,2021-05-27T14:02:00,Unload from vessel,1.0,
1627,BSIU9560111,ONEY,VNCMT,2021-05-12T03:30:00+07:00,2021-05-12T03:30:00+07:00,USTIW,2021-06-08T12:00:00-07:00,,2021-06-08T06:39:46.539778-07:00,,Vessel departure,1.0,2021-06-08T19:30:00
1628,CCLU5148414,COSU,CNNGB,2021-05-13T11:00:00+08:00,2021-05-17T18:02:40.350000+08:00,USNYC,,,2021-06-12T10:00:00,,Vessel arrival,1.0,2021-06-12T10:00:00
1629,OOLU7627833,OOLU,CNNGB,2021-05-11T14:30:00+08:00,2021-05-14T17:10:00+08:00,USSEA,,,2021-06-04T05:00:00,,Vessel arrival,1.0,2021-06-04T05:00:00
1630,UAEU1245147,HLCU,VNHPH,2021-05-12T15:42:05+07:00,2021-05-12T15:42:05+07:00,USSAV,2021-06-20T08:00:00-05:00,,2021-06-27T03:30:00,,Vessel arrival,2.0,2021-06-27T03:30:00
1631,FSCU5012826,OOLU,CNNGB,,,USSEA,,,2021-06-04T05:00:00,,Vessel arrival,1.0,2021-06-04T05:00:00
1632,CCLU5270295,COSU,CNNGB,2021-05-13T11:00:00+08:00,2021-05-17T18:02:40.350000+08:00,USNYC,,,2021-06-12T10:00:00,,Vessel arrival,1.0,2021-06-12T10:00:00
1633,HLBU9514936,HLCU,VNHPH,2021-05-13T10:00:00+07:00,2021-05-14T21:00:31+07:00,USSAV,2021-06-28T03:00:00-05:00,,2021-07-03T02:00:00,,Vessel arrival,2.0,2021-07-03T02:00:00
1634,CSLU5177331,COSU,CNNGB,2021-05-13T11:00:00+08:00,2021-05-17T18:02:40.350000+08:00,USNYC,,,2021-06-12T10:00:00,,Vessel arrival,1.0,2021-06-12T10:00:00
1635,OOLU7628969,OOLU,CNNGB,2021-05-11T14:30:00+08:00,2021-05-14T17:10:00+08:00,USSEA,,,2021-06-04T05:00:00,,Vessel arrival,1.0,2021-06-04T05:00:00
1636,TEMU8531354,OOLU,CNNGB,,,USSEA,,,2021-05-20T08:00:00,,Vessel arrival,1.0,2021-05-20T08:00:00
1637,TCKU7232077,MAEU,CNXMG,2021-05-25T00:30:00+08:00,2021-05-25T00:30:00+08:00,USBAL,2021-07-03T08:00:00-04:00,,2021-07-02T07:32:26.357607-04:00,,Gate out,1.0,2021-07-03T07:00:00
1638,HLBU9052313,HLCU,VNHPH,2021-05-13T10:00:00+07:00,2021-05-14T21:00:31+07:00,USSAV,2021-06-28T03:00:00-05:00,,2021-07-03T02:00:00,,Vessel arrival,2.0,2021-07-03T02:00:00
1639,CMAU7003480,CMDU,CNYTN,,,USSAV,,,2021-05-12T11:00:00,2021-05-12T11:00:00,Unload from vessel,1.0,2021-05-12T11:00:00
1640,KKFU9116582,ONEY,CNYTN,2021-06-06T00:01:00+08:00,,USTIW,2021-06-13T02:00:00-07:00,,2021-06-14T22:20:01.762428-07:00,,Gate in,1.0,2021-06-20T09:30:00
1641,CMAU9008162,CMDU,CNYTN,,,USSAV,,,2021-05-12T11:00:00,2021-05-12T11:00:00,Vessel arrival,1.0,2021-05-12T11:00:00
1642,TCNU1786034,HLCU,VNVUT,2021-05-11T03:30:00+07:00,2021-05-12T04:15:00+07:00,CAVAN,2021-06-14T16:00:00-07:00,,2021-06-11T22:23:36.672169-07:00,,Unclassified,1.0,2021-06-12T16:00:00
1643,HLBU2122810,HLCU,VNVUT,2021-05-11T03:30:00+07:00,2021-05-12T04:15:00+07:00,CAVAN,2021-06-14T16:00:00-07:00,,2021-06-11T22:23:36.672169-07:00,,Unclassified,1.0,2021-06-12T16:00:00
1644,UACU4792285,HLCU,VNHPH,2021-05-13T10:00:00+07:00,2021-05-14T21:00:31+07:00,USSAV,2021-06-28T03:00:00-05:00,,2021-07-03T02:00:00,,Vessel arrival,2.0,2021-07-03T02:00:00
1645,HLXU6484440,HLCU,VNVUT,2021-05-11T03:30:00+07:00,2021-05-12T04:15:00+07:00,CAVAN,2021-06-14T16:00:00-07:00,,2021-06-11T22:23:36.672169-07:00,,Unclassified,1.0,2021-06-12T16:00:00
1646,UACU5210100,HLCU,VNVUT,2021-05-11T03:30:00+07:00,2021-05-12T04:15:00+07:00,CAVAN,2021-06-14T16:00:00-07:00,,2021-06-11T22:23:36.672169-07:00,,Unclassified,1.0,2021-06-12T16:00:00
1647,BMOU5625121,HLCU,VNVUT,2021-05-11T03:30:00+07:00,2021-05-12T04:15:00+07:00,CAVAN,2021-06-14T16:00:00-07:00,,2021-06-11T22:23:36.672169-07:00,,Unclassified,1.0,2021-06-12T16:00:00
1648,UACU5886711,HLCU,TWKHH,2021-05-18T19:00:00+08:00,2021-05-21T23:15:11+08:00,USSAV,2021-06-25T10:00:00-05:00,,2021-06-29T23:12:26.835108-05:00,,Vessel arrival,1.0,2021-06-29T20:30:00
1649,TGHU6258094,HLCU,VNVUT,2021-05-11T03:30:00+07:00,2021-05-12T04:15:00+07:00,CAVAN,2021-06-14T16:00:00-07:00,,2021-06-11T22:23:36.672169-07:00,,Unclassified,1.0,2021-06-12T16:00:00
1650,TCLU5538851,HLCU,VNVUT,2021-05-11T03:30:00+07:00,2021-05-12T04:15:00+07:00,CAVAN,2021-06-14T16:00:00-07:00,,2021-06-11T22:23:36.672169-07:00,,Unclassified,1.0,2021-06-12T16:00:00
1651,FSCU7231839,HLCU,TWKHH,2021-05-18T19:00:00+08:00,2021-05-21T23:15:11+08:00,USSAV,2021-06-25T10:00:00-05:00,,2021-06-29T23:12:26.835108-05:00,,Vessel arrival,1.0,2021-06-29T20:30:00
1652,HLBU9515064,HLCU,VNHPH,2021-05-12T15:42:05+07:00,2021-05-12T15:42:05+07:00,USSAV,2021-06-20T08:00:00-05:00,,2021-06-27T03:30:00,,Vessel arrival,2.0,2021-06-27T03:30:00
1653,TEMU7519246,HLCU,VNVUT,2021-05-11T03:30:00+07:00,2021-05-12T04:15:00+07:00,CAVAN,2021-06-14T16:00:00-07:00,,2021-06-11T22:23:36.672169-07:00,,Unclassified,1.0,2021-06-12T16:00:00
1654,SEGU5096447,HLCU,VNVUT,2021-05-11T03:30:00+07:00,2021-05-12T04:15:00+07:00,CAVAN,2021-06-14T16:00:00-07:00,,2021-06-11T22:23:36.672169-07:00,,Unclassified,1.0,2021-06-12T16:00:00
1655,TRHU5687183,ONEY,VNCMT,2021-05-12T03:30:00+07:00,2021-05-12T03:30:00+07:00,USTIW,2021-06-08T12:00:00-07:00,,2021-06-08T06:39:46.539778-07:00,,Vessel departure,1.0,2021-06-08T19:30:00
1656,UACU5642398,HLCU,VNVUT,2021-05-11T03:30:00+07:00,2021-05-12T04:15:00+07:00,CAVAN,2021-06-14T16:00:00-07:00,,2021-06-11T22:23:36.672169-07:00,,Unclassified,1.0,2021-06-12T16:00:00
1657,SEGU4737844,HLCU,VNVUT,2021-05-11T03:30:00+07:00,2021-05-12T04:15:00+07:00,CAVAN,2021-06-14T16:00:00-07:00,,2021-06-11T22:23:36.672169-07:00,,Unclassified,1.0,2021-06-12T16:00:00
1658,GESU5867128,HLCU,TWKHH,2021-05-11T13:00:00+08:00,2021-05-11T18:54:00+08:00,USSAV,2021-06-18T10:00:00-05:00,,2021-06-18T11:11:02.025824-05:00,,Unclassified,1.0,2021-06-18T08:00:00
1659,OOLU9424521,OOLU,CNNGB,,,USSEA,,,2021-05-20T08:00:00,,Vessel arrival,1.0,2021-05-20T08:00:00
1660,BEAU5349100,HLCU,TWKHH,2021-05-18T19:00:00+08:00,2021-05-21T23:15:11+08:00,USSAV,2021-06-25T10:00:00-05:00,,2021-06-29T23:12:26.835108-05:00,,Vessel arrival,1.0,2021-06-29T20:30:00
1661,MSKU6080842,MAEU,CNXMG,2021-05-25T00:30:00+08:00,2021-05-25T00:30:00+08:00,USBAL,2021-07-03T08:00:00-04:00,,2021-07-02T07:32:26.357607-04:00,,Gate out,1.0,2021-07-03T07:00:00
1662,SUDU8869772,MAEU,PLGDN,2021-05-19T12:00:00+02:00,,USMOB,2021-06-20T08:00:00-06:00,,2021-06-25T10:37:45.139179-06:00,,Gate out,2.0,2021-06-22T08:00:00
1663,GESU6465150,CMDU,CNNGB,2021-04-09T19:00:00+08:00,,USNYC,2021-05-08T00:00:00-05:00,2021-05-09T06:48:12.670000-05:00,,2021-05-10T12:04:00,Unload from vessel,1.0,
1664,DRYU6066970,ONEY,CNYTN,2021-06-06T00:01:00+08:00,,USTIW,2021-06-13T02:00:00-07:00,,2021-06-14T22:20:01.762428-07:00,,Gate in,1.0,2021-06-20T09:30:00
1665,CBHU9590949,COSU,CNNGB,2021-04-09T00:00:00+08:00,2021-04-11T04:49:52.650000+08:00,USNYC,2021-05-08T00:00:00-05:00,2021-05-09T06:48:12.670000-05:00,,2021-05-10T12:46:00,Unload from vessel,1.0,
1666,DFSU2288939,ONEY,VNCMT,2021-05-21T15:30:00+07:00,2021-05-21T15:30:00+07:00,USLAX,2021-06-20T04:00:00-08:00,,2021-06-11T09:57:18.905689-08:00,,Vessel departure,1.0,2021-06-20T07:30:00
1667,CBHU7023015,COSU,CNXMG,2021-05-11T17:00:00+08:00,2021-05-12T01:23:43+08:00,USSAV,2021-06-13T08:00:00-05:00,,2021-06-14T10:00:04.080764-05:00,,Vessel arrival,1.0,2021-06-14T06:00:00
1668,BSIU9807325,ONEY,VNCMT,2021-05-12T12:50:00+07:00,2021-05-12T12:50:00+07:00,USSAV,2021-06-15T15:00:00-05:00,,2021-06-17T04:52:58.990764-05:00,,Vessel departure,1.0,2021-06-15T20:30:00
1669,TRLU7217314,MSCU,VNSGN,,,USLGB,,,2021-06-03T00:00:00,,Vessel arrival,2.0,2021-06-03T00:00:00
1670,CRXU9948129,ONEY,VNCMT,2021-05-12T12:50:00+07:00,2021-05-12T12:50:00+07:00,USSAV,2021-06-15T15:00:00-05:00,,2021-06-17T04:52:58.990764-05:00,,Vessel departure,1.0,2021-06-15T20:30:00
1671,CAIU5824268,ONEY,CNYTN,2021-04-11T10:45:00+08:00,2021-04-11T10:45:00+08:00,USTIW,2021-04-29T23:30:00-07:00,2021-04-29T23:30:00-07:00,,2021-05-09T14:00:00,Unload from vessel,1.0,
1672,PONU1908220,MAEU,CNYTN,2021-04-12T11:00:00+08:00,2021-04-12T11:00:00+08:00,USMOB,2021-05-12T16:15:00-06:00,2021-05-12T16:15:00-06:00,,2021-05-13T13:12:00,Gate out,1.0,
1673,HLXU8227991,HLCU,VNVUT,2021-05-09T06:00:00+07:00,2021-05-09T06:24:00+07:00,USSAV,2021-06-10T00:01:00-05:00,,2021-06-14T17:37:19.209543-05:00,,Unclassified,1.0,2021-06-13T22:00:00
1674,MOTU0742869,ONEY,VNCMT,2021-05-12T12:50:00+07:00,2021-05-12T12:50:00+07:00,USSAV,2021-06-15T15:00:00-05:00,,2021-06-17T04:52:58.990764-05:00,,Vessel departure,1.0,2021-06-15T20:30:00
1675,MRKU0045420,MAEU,CNYTN,2021-04-12T11:00:00+08:00,2021-04-12T11:00:00+08:00,USMOB,2021-05-12T16:15:00-06:00,2021-05-12T16:15:00-06:00,,2021-05-13T13:12:00,Gate out,1.0,
1676,TCLU6251315,ONEY,VNCMT,2021-05-12T12:50:00+07:00,2021-05-12T12:50:00+07:00,USNYC,2021-06-24T18:30:00-05:00,,2021-06-26T02:19:22.265642-05:00,,Unload from vessel,2.0,2021-06-25T00:30:00
1677,TEMU7430312,HLCU,VNVUT,2021-05-11T03:30:00+07:00,2021-05-12T04:15:00+07:00,CAVAN,2021-06-14T16:00:00-07:00,,2021-06-11T22:23:36.672169-07:00,,Unclassified,1.0,2021-06-12T16:00:00
1678,MRKU0820343,MAEU,CNFOC,,,USLAX,2021-06-12T08:00:00-08:00,,2021-06-07T09:10:24.197664-08:00,,Gate out,2.0,2021-06-08T08:00:00
1679,OOLU9833999,OOLU,CNNGB,2021-05-14T23:00:00+08:00,2021-05-20T00:38:32+08:00,USSEA,2021-05-30T08:00:00-07:00,,2021-06-02T07:35:27.746828-07:00,,Vessel arrival,1.0,2021-06-09T05:00:00
1680,TCNU3939770,ONEY,VNCMT,2021-05-12T12:50:00+07:00,2021-05-12T12:50:00+07:00,USNYC,2021-06-24T18:30:00-05:00,,2021-06-26T02:19:22.265642-05:00,,Loaded onto vessel,2.0,2021-06-25T00:30:00
1681,MRKU0951174,MAEU,CNFOC,,,USLAX,2021-06-12T08:00:00-08:00,,2021-06-07T09:10:24.197664-08:00,,Gate out,2.0,2021-06-08T08:00:00
1682,KKFU9143269,ONEY,CNSHG,2021-05-10T06:00:00+08:00,2021-05-10T06:00:00+08:00,USNYC,,,2021-06-08T20:30:00,,Vessel departure,1.0,2021-06-08T20:30:00
1683,CXDU2106986,OOLU,CNNGB,2021-05-14T23:00:00+08:00,2021-05-20T00:38:32+08:00,USSEA,2021-05-30T08:00:00-07:00,,2021-06-02T07:35:27.746828-07:00,,Vessel arrival,1.0,2021-06-09T05:00:00
1684,OOCU7456020,OOLU,CNNGB,2021-05-14T23:00:00+08:00,2021-05-20T00:38:32+08:00,USSEA,2021-05-30T08:00:00-07:00,,2021-06-02T07:35:27.746828-07:00,,Vessel arrival,1.0,2021-06-09T05:00:00
1685,MRKU0804023,MAEU,CNYTN,2021-04-12T11:00:00+08:00,2021-04-12T11:00:00+08:00,USMOB,2021-05-12T16:15:00-06:00,2021-05-12T16:15:00-06:00,,2021-05-13T13:12:00,Gate out,1.0,
1686,TLLU5704122,ONEY,VNCMT,2021-05-05T03:00:00+07:00,2021-05-05T03:00:00+07:00,USLAX,2021-05-24T14:00:00-08:00,2021-05-24T14:00:00-08:00,,2021-05-30T10:53:00,Unload from vessel,1.0,
1687,CRSU9336538,MAEU,CNYTN,2021-04-12T11:00:00+08:00,2021-04-12T11:00:00+08:00,USMOB,2021-05-12T16:15:00-06:00,2021-05-12T16:15:00-06:00,,2021-05-13T14:04:00,Gate out,1.0,
1688,TEMU7207844,ONEY,CNSHG,2021-05-07T09:30:00+08:00,2021-05-07T09:30:00+08:00,USLAX,2021-05-22T14:00:00-08:00,2021-05-22T14:00:00-08:00,,2021-05-27T14:43:00,Unload from vessel,1.0,
1689,UACU8323218,HLCU,CNXMG,2021-05-13T22:00:00+08:00,2021-05-14T21:47:28+08:00,USNYC,2021-06-22T09:00:00-05:00,,2021-06-24T21:30:28.977566-05:00,,Unclassified,2.0,2021-06-25T09:00:00
1690,MRSU4470457,MAEU,CNYTN,2021-05-14T00:00:00+08:00,2021-05-16T01:07:01+08:00,USMOB,2021-06-14T00:00:00-06:00,,2021-06-14T12:29:18.365983-06:00,,Gate out,1.0,2021-06-16T13:00:00
1691,CCLU4971937,COSU,,,,,,,,,,,
1692,MSKU9607480,MAEU,INNSA,2021-05-10T03:59:00+05:30,2021-05-10T03:59:00+05:30,USNYC,2021-06-01T07:00:00-05:00,,2021-06-01T06:29:39.244153-05:00,,Gate out,1.0,2021-06-01T07:00:00
1693,TGBU9683686,COSU,,,,,,,,,,,
1694,CCLU9923269,OOLU,CNYTN,2021-05-17T02:00:00+08:00,2021-05-18T17:00:59.970000+08:00,USSEA,2021-06-03T07:00:00-07:00,,2021-06-04T21:33:23.524864-07:00,,Vessel arrival,1.0,2021-06-05T11:00:00
1695,DFSU4358819,COSU,CNYTN,2021-05-07T00:00:00+08:00,2021-05-11T01:16:54+08:00,USLAX,2021-05-17T00:00:00-08:00,,2021-05-25T08:08:57.051829-08:00,,Vessel arrival,1.0,2021-05-30T06:00:00
1696,CSLU6139207,COSU,CNYTN,,,USNYC,,,2021-06-08T07:00:00,,Vessel arrival,1.0,2021-06-08T07:00:00
1697,CBHU6431434,COSU,,,,,,,,,,,
1698,OOLU7486226,COSU,VNVUT,2021-05-17T12:00:00+07:00,,USNYC,2021-06-22T13:00:00-05:00,,2021-06-23T11:36:20.278180-05:00,,Vessel arrival,1.0,2021-06-23T13:00:00
1699,MRKU0840870,MAEU,CNXMG,2021-05-15T14:00:00+08:00,2021-05-16T23:55:04+08:00,USMOB,2021-06-20T13:00:00-06:00,,2021-06-19T20:51:26.447300-06:00,,Gate out,1.0,2021-06-17T13:00:00
1700,MSKU6296003,MAEU,CNNGB,2021-06-05T02:00:00+08:00,,USLAX,2021-06-19T14:00:00-08:00,,2021-06-19T14:00:00-08:00,,Gate out,1.0,2021-06-19T14:00:00
1701,CBHU8768018,COSU,VNVUT,2021-05-17T12:00:00+07:00,,USNYC,2021-06-22T13:00:00-05:00,,2021-06-23T11:36:20.278180-05:00,,Vessel arrival,1.0,2021-06-23T08:00:00
1702,DRYU6053850,ONEY,VNCMT,2021-05-12T12:50:00+07:00,2021-05-12T12:50:00+07:00,USNYC,2021-06-24T18:30:00-05:00,,2021-06-26T02:19:22.265642-05:00,,Unload from vessel,2.0,2021-06-25T00:30:00
1703,GESU5926160,HLCU,INNSA,2021-05-11T15:00:00+05:30,2021-05-11T18:54:00+05:30,USSAV,2021-06-08T07:00:00-05:00,,2021-06-09T19:00:00,,Unclassified,1.0,2021-06-09T19:00:00
1704,MAEU9194964,MAEU,CNYTN,2021-05-17T12:00:00+08:00,2021-05-19T10:50:10.920000+08:00,USMOB,2021-06-20T13:00:00-06:00,,2021-06-19T20:51:26.447300-06:00,,Gate out,1.0,2021-06-17T13:00:00
1705,CAIU8880096,ONEY,VNCMT,2021-05-12T12:50:00+07:00,2021-05-12T12:50:00+07:00,USNYC,2021-06-24T18:30:00-05:00,,2021-06-26T02:19:22.265642-05:00,,Unload from vessel,2.0,2021-06-25T00:30:00
1706,PONU3064513,MAEU,CNYTN,2021-05-17T12:00:00+08:00,2021-05-19T10:50:10.920000+08:00,USMOB,2021-06-20T13:00:00-06:00,,2021-06-19T20:51:26.447300-06:00,,Gate out,1.0,2021-06-17T13:00:00
1707,HASU4341104,MAEU,INNSA,2021-05-10T03:59:00+05:30,2021-05-10T03:59:00+05:30,,,,2021-06-14T08:00:00,,Unclassified,2.0,2021-06-14T08:00:00
1708,HLBU3093038,HLCU,VNVUT,2021-05-19T00:01:00+07:00,,CAVAN,2021-06-20T16:00:00-07:00,,2021-06-24T01:00:00,,Vessel arrival,1.0,2021-06-24T01:00:00
1709,TCLU7817618,ONEY,VNCMT,2021-05-12T12:50:00+07:00,2021-05-12T12:50:00+07:00,USNYC,2021-06-24T18:30:00-05:00,,2021-06-26T02:19:22.265642-05:00,,Loaded onto vessel,2.0,2021-06-25T00:30:00
1710,TCLU4613056,ONEY,VNCMT,2021-05-12T12:50:00+07:00,2021-05-12T12:50:00+07:00,USNYC,2021-06-24T18:30:00-05:00,,2021-06-26T02:19:22.265642-05:00,,Loaded onto vessel,2.0,2021-06-25T00:30:00
1711,TEMU6203736,MAEU,CNYTN,2021-05-17T12:00:00+08:00,2021-05-19T10:50:10.920000+08:00,USMOB,2021-06-20T13:00:00-06:00,,2021-06-19T20:51:26.447300-06:00,,Gate out,1.0,2021-06-17T13:00:00
1712,CSNU6995601,OOLU,CNYTN,2021-05-17T02:00:00+08:00,2021-05-18T17:00:59.970000+08:00,USSEA,2021-06-03T07:00:00-07:00,,2021-06-04T21:33:23.524864-07:00,,Vessel arrival,1.0,2021-06-05T11:00:00
1713,CXDU2266860,ONEY,VNCMT,2021-05-12T12:50:00+07:00,2021-05-12T12:50:00+07:00,USNYC,2021-06-24T18:30:00-05:00,,2021-06-26T02:19:22.265642-05:00,,Unload from vessel,2.0,2021-06-25T00:30:00
1714,NYKU8398857,ONEY,MYTPP,2021-05-23T01:20:00+08:00,2021-05-23T01:20:00+08:00,USNYC,2021-06-24T18:30:00-05:00,,2021-06-26T02:19:22.265642-05:00,,Loaded onto vessel,2.0,2021-06-25T00:30:00
1715,TCNU8291443,MAEU,CNFOC,,,USMOB,2021-06-20T13:00:00-06:00,,2021-06-19T20:51:26.447300-06:00,,Gate out,2.0,2021-06-17T13:00:00
1716,TEMU8909275,ONEY,VNCMT,2021-05-12T12:50:00+07:00,2021-05-12T12:50:00+07:00,USNYC,2021-06-24T18:30:00-05:00,,2021-06-26T02:19:22.265642-05:00,,Loaded onto vessel,2.0,2021-06-25T00:30:00
1717,NYKU8475402,ONEY,MYTPP,2021-05-23T01:20:00+08:00,2021-05-23T01:20:00+08:00,USNYC,2021-06-24T18:30:00-05:00,,2021-06-26T02:19:22.265642-05:00,,Loaded onto vessel,2.0,2021-06-25T00:30:00
1718,CAIU8678510,ONEY,VNCMT,2021-05-12T12:50:00+07:00,2021-05-12T12:50:00+07:00,USNYC,2021-06-24T18:30:00-05:00,,2021-06-26T02:19:22.265642-05:00,,Loaded onto vessel,2.0,2021-06-25T00:30:00
1719,OOLU8447245,OOLU,CNYTN,2021-05-17T02:00:00+08:00,2021-05-18T17:00:59.970000+08:00,USSEA,2021-06-03T07:00:00-07:00,,2021-06-04T21:33:23.524864-07:00,,Vessel arrival,1.0,2021-06-05T11:00:00
1720,KKFU7780709,ONEY,VNCMT,2021-05-12T12:50:00+07:00,2021-05-12T12:50:00+07:00,USNYC,2021-06-24T18:30:00-05:00,,2021-06-26T02:19:22.265642-05:00,,Loaded onto vessel,2.0,2021-06-25T00:30:00
1721,UACU6039305,HLCU,VNVUT,2021-05-19T00:01:00+07:00,,CAVAN,2021-06-20T16:00:00-07:00,,2021-06-24T01:00:00,,Vessel arrival,1.0,2021-06-24T01:00:00
1722,UACU5339885,HLCU,VNVUT,2021-05-19T00:01:00+07:00,,CAVAN,2021-06-20T16:00:00-07:00,,2021-06-24T01:00:00,,Vessel arrival,1.0,2021-06-24T01:00:00
1723,TGHU8984706,MAEU,VNVUT,2021-05-10T08:00:00+07:00,2021-05-10T08:19:00+07:00,USLAX,2021-06-12T08:00:00-08:00,,2021-06-07T09:10:24.197664-08:00,,Gate out,1.0,2021-06-08T08:00:00
1724,UASU1055500,HLCU,VNVUT,2021-05-11T09:00:00+07:00,2021-05-11T07:50:00+07:00,USNYC,2021-06-10T10:00:00-05:00,,2021-06-14T06:13:40.334462-05:00,,Unclassified,1.0,2021-06-13T17:00:00
1725,MRKU2732832,MAEU,INNSA,2021-05-10T03:59:00+05:30,2021-05-10T03:59:00+05:30,,,,2021-06-14T08:00:00,,Unclassified,2.0,2021-06-14T08:00:00
1726,MAEU9172158,MAEU,CNYTN,2021-05-17T12:00:00+08:00,2021-05-19T10:50:10.920000+08:00,USMOB,2021-06-20T13:00:00-06:00,,2021-06-19T20:51:26.447300-06:00,,Gate out,1.0,2021-06-17T13:00:00
1727,MRSU3191458,MAEU,INNSA,2021-05-10T03:59:00+05:30,2021-05-10T03:59:00+05:30,,,,2021-06-07T08:00:00,,Unclassified,2.0,2021-06-07T08:00:00
